COXAS;AGACHAMENTO LIVRE;4;8
COXAS;LEG PRESS 45;4;8
COXAS;CADEIXA EXTENSORA;4;8
COXAS;MESA FLEXORA;4;8
PERNA;GEMEOS EM PE;4;8
ABDOMEN;FLEXOES;4;8
