COSTAS;REMADA CURVADA;4;8
COSTAS;PUXADA ABERTA;4;8
COSTAS;PULLDOWN;4;8
COSTAS;REMADA UNILATERAL;4;8
BICEPS;ROSCA ALTERNADA COM HALTERES;4;8
BICEPS;ROSCA DIRETA;4;8
